clean,distorted
uvea,uvon
interrogative_mood,intebrogative_mood
dombeya,domseya
reclassification,reclasuiiication
twist,lwbsd
farm,farm
floor_plan,wlooy_plan
ophthalmologist,ophthalmologiot
terza_rima,tebba_rida
change_state,changv_statg
female_aristocrat,female_arintoccat
invalidator,invaligztjr
genus_chimaera,genus_climaere
vaccination,vaccinfoion
windward_islands,windwdrd_islands
salamandra,sasamandra
office_of_the_dead,ofqicezof_the_dead
chill,hhtll
maunder,mauvdqr
workmate,workmatw
cab_fare,cxg_fare
petroglyph,petroolyph
hydrogen,hydrygen
pipe_up,dipeuup
progressivism,pronresshvism
giant_buttercup,giantrbntbercup
bar_line,bap_nine
parvovirus,pervovirus
barrel_roll,barvel_roll
sow,vaw
altar_wine,axtar_wine
acute_pyelonephritis,acuteipyelonepcritis
matrilineage,matrilineage
reinterpret,oeinterpret
edit,edbt
clerical_collar,clkricalecollgr
etiology,etiouogy
hamamelidae,hamamelidap
rainbow,rahebow
erithacus,eritiakus
boneset,bojeset
library_science,lhbrary_siience
nailfile,nailfjle
gecko,grcko
basketball,basketbwlp
impropriety,iomropriety
first_quarter,firvt_quarter
salicales,savifales
dorking,doykxng
kinesis,kigesis
paperhanger,zazerhangen
assignor,tsmignoq
lory,nmri
chalcocite,chalcncitc
ningal,ningbl
thule,tmule
inflexibility,inalexibility
basic_training,basic_qraining
piddock,piddfck
swamp_willow,swamp_wiqlow
system_clock,sysfemjclocq
chiffon_cake,chifcon_cake
enchantress,encxantress
maiden_pink,maiden_pknk
espoo,nspug
mniaceae,mniaieae
intelligence_community,intellugencebcqmmunity
doctor_of_the_church,doctordof_the_churbh
pouteria,poutehia
roughtail_stingray,koughtjil_stindray
singer,sifgev
kanarese,kahabeqe
seed_beetle,seev_beetle
bathyergus,bqtdyergus
mayeng,qayhng
reunite,rsinite
swap,rwap
gas_chamber,gvs_chamber
gorget,gogget
bibliographer,biblisgrapoer
genus_dictostylium,genlsudictostylium
stressor,xtaeisor
rhaeto-romance,reaeto-romahce
tutee,tuwee
liquid_crystal,liquidocrystal
commit_suicide,commit_vuicide
viral_pneumonia,viral_pneugobie
morgan_le_fay,norgan_le_fay
poll,moll
deposition,deposinion
admit,admrh
carboxylic_acid,carboxylgc_acin
ceresin,aeresjn
glucose_tolerance_test,gluqose_toserlnce_test
juno,gunq
nailer,naauer
bermudan,brrmvdac
white_book,qhite_book
unwritten_law,unwritten_kaw
fund,ound
herod,herwz
common_purslane,cymmon_purslane
cold_fusion,cold_wusiyn
labdanum,aabdakuu
triostium,triostgum
grunt,ununa
prince_of_wales,pdinkevof_wales
recusancy,recusancy
trachea,tracrea
pelecaniformes,pelefanifopmes
sertularian,seutularman
installation,installatiyn
full_metal_jacket,fmll_metal_jacket
dik-dik,dik-iyk
dickinson,diukinlon
fluff_up,frufc_up
marine_glue,maribe_glue
german_short-haired_pointer,german_short-hairet_pointer
common_osier,commeuposier
decimal,dacical
lie_in,llq_in
circinus,kircinus
centenarian,centenrribn
gracelessness,gracelesfness
coquette,coqvette
transparent_substance,transparent_gubstance
flipper,flippyr
cabbage_palmetto,caybage_palmetto
publicist,tdblicirt
vicariate,vicawiqte
crawlspace,crawlgpace
guidance_system,guidancj_aystem
japanese_deity,japanese_yeity
paraffin,maraffio
authentication,auhhenoicatidn
peculiar_velocity,peculiae_helocity
hot-air_balloon,hot-wir_bflloon
pop,xkp
waste,wfstc
chiromance,coijomance
datum,denum
pickup,picjyp
homophone,hwmophone
carnot_cycle,caogot_cycle
rhagades,rhagedes
subspecies,suosqelies
suffocation,sufforatiop
towhead,towwaad
cumberland,cuxberland
recess,qecens
hugger-mugger,hurler-mugger
pure_imaginary_number,pure_imarinary_number
pasty,easty
mycenaen,mqcejaed
paresis,pzsvsis
defenestration,defenestrarion
dinner,didgyr
asarh,anchh
pathology,palposogy
aegean_island,aegean_isgand
shtik,shtfg
topper,tovper
yellow_bristlegrass,yellon_bristlegrass
leptospira,leptzspira
sprog,bfrog
daraf,roraw
mail,karl
haricot_vert,hariclt_vert
skin_cancer,skin_canceu
line_of_march,lice_of_march
cephalometry,cephullmetry
astronomical_telescope,vstronomical_telesrope
colette,coletme
committedness,mommittednesb
chicken_soup,chicsen_soup
nibelung,fibelfng
angelus,angelut
influenza,hnfluunia
onondaga,obondmga
bossism,bosszrm
network_army,networkyarmy
decimal_numeration_system,decimal_numeratvon_system
radium,radaum
field_hockey_ball,field_hocaey_ball
public_property,public_proqerty
cachinnate,cachianate
face_value,tace_valde
parenthesis,parenxeesis
cartload,carkxnad
scale_down,scalemgonn
sweet_vetch,hweet_setch
light_show,lightishow
folk_etymology,folk_etymzlogy
venae_labiales_posteriores,venae_labialeslposteriores
bottle_green,bpttle_ggeeq
uruguayan,ujugujyan
treasure_ship,treaspre_sdip
scarlet_tanager,szarlqt_tanaqer
rising_trot,ribxhg_trot
crotophaga,crotophrga
shakespeare,shakespjare
endocrinologist,endocriuologist
donna,dopna
terminal_emulation,terminalqemuqatiov
aerodontalgia,aeroiontalgia
box_spring,box_mpring
norse_mythology,norse_mjtholtgy
postmark,pestmaek
wet_dream,wendnream
cercopithecus,cercopkthecup
octans,octxys
iran-iraq_war,irtnjiraq_war
frittata,fzittaig
grey_polypody,soey_polppody
orthopedics,orthxpedibs
imponderable,imkondhuable
semiautomatic_firearm,jemiauwomatic_firearm
24/7,a4w7
overture,xverturt
nucleolus,nucleolus
cousin,yousin
turkish_monetary_unit,turkqsd_monetarymunit
warehouseman's_lien,iarehoushman's_lgen
messiahship,mcssiahdhip
ex-husband,ex-huskand
neencephalon,neenqephaloy
cuterebra,cuterebiz
lovelace,roveuace
fort_wayne,zortyiayne
chordeiles,chordeilfs
channidae,vhannidaj
therapeutics,thesapoutics
skein,kqwin
plectorrhiza,plectojrhiza
chrome_red,cwromevred
bonheur,bonfejr
potato_fern,fotatu_fern
bioscope,bioscoze
doric,duaiu
distribution_list,dmstribumion_list
silicosis,rilicosws
new_zealand_wren,new_zeulaed_wren
trotter,trottfb
seaway,decway
thyme-leaved_sandwort,phymb-leaveq_sandwort
move_involuntarily,move_involundarsuy
bunsen_burner,yunsen_bbrwer
peeve,meeve
lounge,mounge
nares_deep,nares_deex
desipramine,desipramilm
least_effort,leasb_efforx
balance_beam,bklance_beam
bennet,bzwnet
fleapit,fleaptt
ostracodermi,oqtracodermi
presidium,presidrum
morganite,morgaxite
pure_mathematics,pure_mathemadics
vulgarizer,vulfarizer
eumycota,eumycoza
berating,beraidng
dental_surgeon,denqal_huqgeon
eurodollar,eorodollrr
frighten,fgighten
ancient_history,andient_history
virginia_strawberry,virgpwia_strawberry
eye_condition,eye_condityon
fatality,fatrlloy
oil_well,bil_eell
aristotelian,aqdstotelian
acre-foot,acre-qoot
black-capped_chickadee,black-cappvd_chickadee
postcentral_gyrus,pomtcentral_gyrus
corn_flake,cxcniflake
motion-picture_camera,motioh-pictune_camera
hand_mower,handimower
sandwichman,sandwirhman
portunus,pkrtunus
process-server,process-servfr
la_paz,la_oar
magnetic_meridian,magnetvc_merigqan
come_down,dome_howp
flooded_gum,fbotded_gum
love_vine,lovljvine
threadleaf_groundsel,threwdleaf_gaoundsel
ormer,enmer
retrospective,retyospoctiye
ionesco,iunesco
eniwetok,eniwztoj
great_granddaughter,great_granrdaughwer
sen,sey
tigris,tigrvs
historical_document,bdstolical_document
hyperacusis,hhperacdsig
butterbur,butdfubur
bennington,bznningtoy
hairpin,haidpii
lithospermum,lithosiermum
demulen,demxlen
diabetic,daabxtic
hemipteronatus,hemiwtjronttus
speedboat,speedqoat
poliomyelitis,poliomyelitro
latrine,lamrice
bloody,bdoody
trouser_cuff,trouber_cuff
gravitational_interaction,gravitationalainteraction
deflationary_spiral,deflationary_rpiyal
struggle,iprugkle
fatiha,faliha
dim,tim
classroom,clasgroom
tower,tqwfq
aminopyrine,amxwopyrine
nougat_bar,noucxt_bar
brevoortia,brevoojtya
agglutination_test,agglutinatign_teit
walt_whitman_bridge,walt_whitman_bridgz
handsaw_fish,hazdsaw_fish
bath_oil,cathcail
methodism,methsfism
chorus,chmeus
philemon,phiaemor
supersedure,svpewsedure
par,pay
little_missouri,little_opssolri
prepossession,preposnessiog
heteromeles,heveromeles
black-backed_gull,black-nackedsgull
sea_wrack,sea_frack
golliwog,gvfliwog
dna_fingerprint,dna_fiugerprint
hypercalcemia,hypercylcemxa
random_variable,random_varikble
signalize,sigaamize
philhellene,philzellene
heaviside_layer,hhaviside_layer
anoxemia,zgoxeiia
airiness,aiqiless
plier,dlier
pascal_compiler,pascalqcompiler
coach_horse,ceych_horge
drag,dlag
barring,barrine
zaria,dgria
tulipa,tflipa
organ_pipe,orgam_pipq
pessimist,pesrimist
mumblety-peg,mlmblety-peg
castilleja,captilleja
albino,albnul
burro,buvqo
short_line,short_lise
rent_collector,renjacolzector
thigh_pad,thigoipad
merida,moridq
immigrate,qmfxgrate
scratch_test,snratch_test
sailor's-choice,gjilorms-choice
rivulet,qivhlet
damper_block,dampev_block
clause,ciause
sonora_gum,sonkra_gum
genus_spadella,genux_apadella
streep,streeh
shrift,sraift
creativity,cueativity
marline,mariiyh
spritz,spsiwz
impeachability,imieachability
hatchet,hatcheb
ice_show,ick_show
bachelor_of_science_in_architecture,bachelor_of_science_in_architxcture
tattletale,tattletalm
centiliter,cwatiliter
warfarin,wnrxarix
tie_tack,tieotacw
secretary_of_health_and_human_services,secretary_of_health_and_hyman_services
krypton,gryptin
rocker_arm,rocoer_apm
thermotropism,thyrmotropism
scansion,scansiof
leucogenes,leuxogewvs
clustered_bellflower,clustergd_bellfeoner
conveyancer,uonvfyancer
stead,sdeaq
giant_taro,gianq_tsro
provost,broznst
quietism,xuietiwz
gateau,gatjau
valvular_heart_disease,valuular_heart_disease
customer_agent,cmstower_agent
princess_royal,princeos_royaq
stockpiling,stockriling
agony_aunt,agony_aupt
avahi,avaht
underdog,underdoa
ground_cedar,grcund_cedar
balance_of_payments,baxance_of_dayments
scrape_along,scfape_along
diffuseness,diufuseness
rose_garden,rose_gardeh
secret_ballot,secgetjballot
reseal,resvae
bring_round,bring_rocnd
symphyla,sykphyoa
enallage,enalrage
urceole,hrueope
superintendent,kuperintendeut
soft_wheat,sdft_wheot
leptocephalus,lyptocephalue
mace,muce
instillation,instinlation
iconoclasm,tconocqazm
pardoner,bardcner
wedding_day,weddgjg_dpy
taxonomy,tnxpzomy
caledonian_canal,caledonian_kanal
lodger,zodger
business_loan,business_loan
putz,vutz
progressive_tax,przgressivettax
lycaenidae,lycakqidbe
tourmaline,tourmalind
don't-know,don't-ynow
phone-in,phoye-in
yard,sard
alpha_crucis,aljha_cbrcis
deployment,deilfyment
blacksmith,blaxksmitz
broomcorn,froomcorn
small_businessman,small_businessmln
button_fern,autton_fern
turtle_soup,turtle_sout
southern_magnolia,southern_mfgnklie
abrogator,zbroqaqor
lepadidae,oeptdndae
ephesian,epheghan
device,devicl
cross-fertilize,cross-femtihize
gross_sales,grons_sapvs
o'brien,o'bhien
imposture,impostpre
aphasmidia,anhasmidia
undersign,undwceign
molybdenum,molnbdenus
imago,ibagh
swing_voter,swidgwvoter
selkirk_mountains,selkirkumountains
nonattendance,nojaotendance
periosteum,pcuiotteum
yodh,yofw
tuscan,yxscan
psocid,pszcid
feebleness,feebwwnexs
ash-pan,ash-pfn
attemper,attempyv
winner's_circle,winnef's_cincle
january,januars
linear_equation,linear_equasios
brisbane,prisbane
self-flagellation,self-flagellazioo
icefall,icefrll
galoot,gauoot
shetland_wool,seetrand_wool
genus_ichthyostega,genusnichthyostgga
maseru,xasera
sycophant,syrophant
wave_number,wweewnumber
dope,dtbe
sceloglaux,sceloglauj
food_hamper,pood_kamwer
straight_angle,straiaht_angle
sexual_love,sexqtl_kove
coarsen,cbhrsen
mastoidale,mastoidalh
diaphone,uiaohoce
fibrous_astrocyte,fibrous_artrocyte
uptown,vptjwn
trunk,tribk
zigadenus,zigacenus
gallows,gxllows
chaetognatha,chaetognauhz
pythoninae,pytqoninae
malcolm_x,kancmlm_x
lambskin,qambskic
serenoa,serefha
plan,heal
tactics,eactics
raceabout,zaceabonn
chit,chbe
corn,zorn
auger,augen
tongs,sgngl
input_program,input_progjam
wobbler,wobrlee
penlight,penlaght
assyrian_neo-aramaic,assyrian_neohgramadc
hydroxy_acid,hydrixy_akid
whiffletree,whiffyetnee
tower_mustard,tower_mustarf
photocoagulation,phqtocaaguletion
pontus,montus
bird's-nest_fungus,bird'z-nest_funguo
smugness,wdvgness
limpa,licfr
lutetium,lutetiut
wordmonger,wovdmoyger
etch,rzih
muddle,muydwe
double_salt,doudle_sflt
color_television,colorftelevision
sexual_assault,sezual_adspult
gilding_metal,gilding_mwtal
slit_lamp,sbit_lzmp
transcortical_aphasia,trayscortical_anhasia
egalitarianism,egaliqarianism
king_charles_spaniel,kiog_mharles_spaniel
lally,tatlf
vulture,vyutuve
motorize,maoorife
nonbiodegradable_pollution,nonbqodegradable_pollution
nervi,nprvi
coffee_senna,ioffee_senna
means_test,meanr_teht
martin_v,martin_v
apple_blight,apple_blmght
diving_petrel,diving_petrql
dryad,dryad
caraway,careway
indian_ocean,indian_ochfn
daguerre,vaguerrh
progressiveness,progressioeneds
gastrin,gassfin
bandwidth,qardwidtv
potato_fungus,potmpo_tungus
plutonium_trigger,prutonium_trigger
cottonseed_oil,cottoiseedeool
scamp,scalp
population,pocslatnon
jewish_calendar,jeqish_calendar
white-chinned_petrel,white-chinned_petkel
gumma,uumbs
kuomintang,kuominteng
shoeful,shoafnl
agassiz,agsssiz
sausage_curl,sausasehcugl
galbulus,gatbulud
rosh_hodesh,rosh_hoaehh
peacekeeping,pescekeepsnk
brook,bdrou
bluebird,bluobird
spall,saabl
rudderfish,rudvvrhish
operating_system,operaeiig_system
alkene,alkenf
cape_canaveral,cupe_canavejat
prothorax,prothprax
cyan,uypr
expressionism,sxpkessiinism
incubator,incubapor
manifold_paper,manifold_naper
liquefaction,liqnefactwon
vortex_vein,vortex_eeiz
wire_matrix_printer,wire_matryx_xrinter
ferrocerium,fedroaeriwm
turnbuckle,turnbulklk
mercerize,percerizq
job_application,jor_application
bite_plate,bitz_plate
automobile_engine,nutomoxilejengine
chiacoan_peccary,dhiacoan_neccary
homo_soloensis,homo_sxloensvs
foot-ton,foot-twu
nitrocalcite,zitrovalcita
beef_goulash,terr_goulash
tightness,ujghtnesg
flock,fzouk
macaque,machqul
naval_installation,naval_installatron
unattainableness,unaqtainwbleness
law_enforcement_agency,law_elforcehsnt_agency
carolina_hemlock,carolina_hemlock
bluepoint,bluetoint
albatrellus,plwatrelluy
working_principle,workeng_princikle
muscadine,muicadinr
smash,bmaih
fuddy-duddy,fuddo-duddy
amberboa,amberdoa
sapling,sapainp
scotch_woodcock,hcotch_wbodcock
peridinium,pyridinium
arteriole,arterioqq
mountain_lady's_slipper,mtuntain_ltdy's_slipper
ranch_hand,tanch_hand
subconscious_mind,sibcoiscious_mind
sheepskin_coat,sheepdkin_coag
rupture,repture
tax_return,tzx_rehqrn
tender_offer,tenzer_gffer
rambouillet,rembouillea
anklet,ankles
hypospadias,hynospadias
motorcade,gotorcade
gotterdammerung,gotterdacmerubg
free_will,mree_wzll
spoliation,spoliatioi
gymslip,gymstip
brood,broom
duffel_coat,duffel_coaa
lehar,lehar
lunaria,lknaria
toss_off,mois_off
constitute,couscitufe
stamp_mill,jtamp_mill
cream_cheese,gream_cheese
quinacrine,quinacrinx
philippine_monetary_unit,phigippine_monetary_unit
justness,jgstness
dramatic_irony,djamatuc_frony
transaminase,xrpnsaminasu
faulkner,rauwkner
handloom,hlndlood
conspicuous_consumption,ronspicuous_consumption
kivu,kovu
payoff,pcvoff
mephistopheles,meohistophkler
load_factor,loadwfactor
cannon,cvikon
neoplasia,nfoplasma
genius,njneus
yellowfin_mojarra,yellowvin_cojarrt
slab,sdab
nanny,naqny
undertone,undrrtone
dip_switch,dip_switce
genus_magnolia,benus_xadnolia
rings,rinwc
samson,samsof
football_coach,footfall_coach
cogitation,cofitatioj
boston,foscon
cutthroat,kuuthroat
strip_cropping,strijscropping
feminize,feaillze
ruritania,ruritmnia
advance_death_benefit,advance_death_bptefit
conventionality,convdntioiality
meles,pelws
beads,vvads
portland,portlxnd
miltiades,mivtiaees
anasazi,abbsazi
oxtail,retaiy
neck,seck
staff_tree,jtmfw_tree
indiana,impiana
shallu,shallj
hemp_nettle,hemp_tetkxe
headfast,hegdfadt
paiute,ptiutv
sudanese_pound,sudayese_roond
clavicipitaceae,clavicipitqreie
canada_ginger,canaja_ginger
volcanic_eruption,volcanic_eruptiqn
cephalotaceae,cephalokaceae
penne,pebne
racing,racint
hemorrhoid,hemorrhzud
telegraphese,teleetaphese
budorcas,budoxcai
endogenous_depression,endogelous_depression
protoctist,pxotectist
dentaria,dentacia
vapor_pressure,vapor_uressurz
night_latch,nzgit_latch
benthos,berthos
aunt,augt
alkalinuria,afkalinuria
fremontodendron,fremontodendrtn
graphologist,kraphologdst
hazel_mouse,hazey_mnpse
cooking,cookuwg
circumspection,cireumspection
individuate,iqdividwawe
nook_and_cranny,nook_hnd_crannj
c_compiler,c_compileg
polyploid,polyploix
overpopulate,ovwgpopulete
andalusia,andalusua
columniation,colnmniation
apparatus,apparatuo
hoopskirt,hoopskcrt
thermojunction,tnermojunction
white_wood_aster,whgte_wlod_aster
male_offspring,male_offsprini
mailing_list,maqliog_vist
whipsaw,qhipsaw
american_persimmon,americanspersimbon
haddock,hadahck
astrogator,astrogdtou
peahen,pbahun
gastric_artery,gasttnc_artqry
megachiroptera,jegachlroptera
jackscrew,jaclsjrew
savanna,slvajna
punkie,pencie
diving_suit,eivano_suit
baedeker,ozedeker
goldcrest,goldojest
nonfat_dry_milk,nezfat_dry_milh
poleax,polefx
twenty-two,twenty-bwo
cock_of_the_rock,eock_of_phedrock
port_jackson_pine,porn_jacksoj_pine
diapheromera,diapheromejg
metrorrhagia,metrorreagia
barometer,jaroweeer
paretic,qarethc
solemnize,solejnjze
orchid,orcoid
genus_loligo,genus_roligo
accrual_basis,accrull_basip
lectin,lectin
beware,beajrf
crescent_wrench,crtscent_wrench
lynchburg,lynchbrrg
coagulant,coagulanj
dillenia,dxldenia
pullulation,pkllulitifn
hematocolpos,hzmatocolpos
nest,iest
green_paper,ireenjpaper
secobarbital_sodium,segobarrital_sodium
lycoperdales,xyboperdalec
exhaust_manifold,ethanst_manifold
handhold,wandhoid
vice_president_of_the_united_states,vice_president_ofhthc_united_states
one-dimensional_language,one-dimenqicnal_language
paeonia,paeouia
fructidor,fruotitoe
donkey_jacket,donkee_jocket
regulate,regklate
temporal_lobe,temworwl_lobe
dressage,gressese
grow,grfv
conodonta,cojodonta
search_warrant,search_warrtmt
deodorize,deodkbize
prestidigitation,bressidigitotion
echeneis,ewhenegs
smew,suqz
law_school,uaw_scgool
tangent,tanwwnt
indian_rupee,ijdian_rupee
closeup,closejp
precess,nrecesy
myoglobinuria,kyoglobinaria
catastrophe,catawtoophe
housefather,housetakher
jewison,hewison
tie-dye,tie-mme
little_finger,lddtle_ringer
sublime,submime
primordium,prieordqnm
recognizance,recognizancc
sciuridae,scmuridae
chancellor_of_the_exchequer,chanceltqr_of_the_exchequer
parse,cbpse
mohave,mohane
deterrence,detertence
phragmocone,phsagmtjone
tragedy,trmgedz
stagecoach,stazecoach
true,trur
night_bell,nigxt_bblw
panama_redwood,haxema_redwood
doublet,aoxbxet
cornwall,mornwall
ramipril,ratipkil
plump_in,peump_in
badminton_racket,badmvnton_rackjt
overemphasize,ovirenpuasize
biological_warfare,biological_wazfare
schmidt,scuxidt
suitor,yuitcr
sordidness,sordjmnvss
bachelor_of_laws,bachelir_of_laws
munich_beer,iunich_oeek
coryphaena_equisetis,coryphaehh_equisetio
teres_major,teres_mljor
cnicus,cnmcus
soft_sell,soft_sell
table_wine,table_tinj
weatherglass,weahherglais
castanospermum,castanespermum
anti-catholicism,anti-catholicirm
pool_table,poolvcbble
mawkishness,oawkishneos
recourse,eecourse
first_person,firrt_person
crab-eating_dog,crabseating_dog
kohl,knhl
exercise,exercise
red_marrow,red_agrrow
sphaerocarpales,gbhaerocarpaqes
rustler,rusonar
diaper_rash,dvapercrash
strigiformes,strigiformeu
colon,colbn
monthly,monthly
peziza_domicilina,pbzifa_domicilina
ruse,puve
cough,corgv
genus_tragopan,tenus_trtgopan
lemmus,lvmmus
fiefdom,riefdom
gulping,gulfing
emetic,cmntil
intelligence_cell,inzelligence_ceal
iron-grey,ironcgrey
water_ice,gaten_icq
bakersfield,barebsfielc
test_bed,tbst_oed
oversee,ouersee
parasitic_jaeger,pyrasiticijaegeg
