clean,distorted
genus_corynebacterium,gencsxcorynebactqrium
national_association_of_realtors,nationxl_aisociation_of_reaytors
saint_agnes's_eve,saint_sgnes's_eve
pyloric_vein,pylorbc_vegn
menuhin,mqnuhiw
sampling_rate,simpliqgmrate
creel,creef
sand_myrtle,sank_myrtle
patency,patetty
panic_button,pandc_button
extrados,oxbrados
misfire,mivrire
finch,fivch
hotelier,hotuliei
longbowman,laogbooman
chlorinity,chlgrpnity
nous,uyws
mucoid,aunoid
true_bill,true_dill
maja,makr
taurotragus,taubotragus
wryneck,wtxnecu
apogon,apygon
silks,siiks
assertion,vssermion
prazosin,prjzbsin
finger_spelling,finger_spellicg
hypercapnia,hypercapnit
piety,iietj
scrod,sbrod
ranula,ranuln
blepharitis,ulepharipxs
isthmus_of_corinth,dstbmus_of_corinxh
glucoside,wlucoside
weeping_willow,weepiib_willow
handspike,handupike
vocal_cord,vocal_coga
service_contract,service_conoract
stretch_mark,stretch_myrk
sun_parlor,son_harlor
green_smut,greez_smut
take_after,oaki_efter
marking,marsing
lorisidae,lgoisxdae
homona,hwmora
double_refraction,double_refaactivn
mexican_monetary_unit,mexicai_monetary_unit
calibration,cayibration
naphthol,naphcvow
buster,bbsdeu
touchline,tfughnine
rod,sij
subordinate_clause,subordinzte_clause
bandoleer,bandkxeer
sigurd,siguek
african_mahogany,african_mahoggny
breach_of_promise,breach_oc_promise
tramp,thamp
flood,fblod
malacopterygii,malaccpterygii
fur_seal,nur_sdtl
client,cllvns
bootleg,bootpeg
re-assume,rr-aseume
busy,gujy
chitchat,shihchat
intensify,infewsjfy
whiskey_jug,whitkey_jug
tie_rack,tie_racx
ferdinand_ii,ferdiuand_il
kabbalism,kabbwlism
accessory_nerve,acceqsory_nervn
parjanya,plrwanya
flagging,alagqing
toque,tpquk
earthtongue,eartotongxe
stripe,dtripy
economist,ecooomzst
osteotomy,ostjotomc
featheredge,feathnrezge
cuscus,ciscuf
tool_bag,tool_hag
gerbil,gejbie
enchantment,enohanrment
myometrium,bpometrium
house_centipede,house_cestipebe
mesquite_gum,rfsquite_aum
grub,crub
luging,hxoing
mauldin,mbugdin
part-owner,taro-owner
epstein-barr_virus,epytein-barr_vqxus
thurifer,thurmfzr
federal_judiciary,fedfaal_judiciarr
lysosome,lwsdsome
ejaculate,ejxqulatr
drug,nrrg
hydroxide,hydroxife
vegetarian,vegenarwan
hold_the_line,hold_thz_line
ice_hockey_rink,ice_hockgy_rink
macrocytosis,maprocytosis
potoroo,poqoroo
blind_corner,llicd_corner
wean,wegn
calla,calnx
swastika,scaotika
chiffon,chbffpn
carbonization,carbonhfatiln
korean_lawn_grass,korelnhlawnwgrass
man_of_action,man_oftuctzon
aquarium,aquarium
hellfire,vellfire
shortlist,jhortlvsm
protista,pcotista
protoctist_family,protoctistwfimily
coercion,coercmoi
sleeping_pill,sleepink_pill
bermuda_chub,bkrmuda_chub
temperance,temserance
impede,gmpede
read,remj
naked_option,naked_optiaq
sunflower_seed,munflower_cezd
dinka,dinqz
phrygian,phryfian
maildrop,maizdrod
retranslate,regranszatu
european_dewberry,burvpean_dewberry
columbia_university,columxia_unwvgrsity
reread,repead
attenuator,attecuator
naval_underwater_warfare_center,naval_undmrwater_warfare_centxr
absent,axstnt
alismatidae,glihmntidae
epilobium,epilebihm
scenarist,sceqazist
tulostoma,tulkstoma
dipterocarpaceae,dipterocorpaceae
laser_beam,lasel_beam
malaria,mzlaruf
franchise,franchise
drunk-and-disorderly,druik-and-disordtrly
pea_shooter,pea_shootey
tapster,tapsler
venae_labiales_anteriores,venae_labiales_anoeriores
conjecture,conqectuke
bauble,cauble
lunar_calendar,wuaar_calenday
dateline,dttejune
salad_burnet,sblay_burnet
mountain_paca,mnuntainrpaca
myanmar_monetary_unit,myanmar_mqcetjry_unit
quadrant,quadrajj
epileptic,epilypfic
alaric,alardc
etruria,ptrudis
spot_jam,spqt_jam
infectious_disease,infectaousrdmsease
celioscopy,celioscopn
keratosis_pilaris,keraaosis_pilario
countercheck,coudeercoeck
beguine,becuwne
ankus,aekur
aldol,aldot
blowfly,clnwnly
quack-quack,ouacz-quacg
potlatch,potlazch
enteroptosis,vnterophoses
blue_catfish,bluekcatfiyh
hard_beech,iarf_beech
cross-purpose,crtss-purposx
brahmana,benhdana
piggery,aiggery
talk_shop,tllksshop
aggravated_assault,egyravxted_assault
hematopoiesis,heratopoiesis
bastille,bjsnille
change_of_magnitude,utange_of_magnitude
data_structure,data_stracture
oophoritis,ogphorisis
precipitate,precipubate
benefactor,benefacnor
hand_glass,hlnh_glans
keyhole_limpet,reyhole_limpet
lug_wrench,lug_wrumch
rewrite,qegrite
coronoid_process,cordnoid_proceds
ovotestis,oyotesdis
blanket,blankei
reactance,reagtgnwe
mockernut,rocksrnut
promoter,probdter
blood_clam,brpod_qlam
blain,alaig
library_catalog,library_catalog
theory_of_dissociation,theolyrofadissociation
deepwater_pipefish,blepwater_pipefish
genus_parnassia,genys_parjassia
resedaceae,rnsedaceae
topical_anesthesia,topicalvanesthepca
floret,fssrot
cichlid,fiiglid
pascal,pashaf
jewish_holy_day,mawish_holy_day
take_water,take_wateq
audio_lingual_acquisition,audio_linguab_acquisition
vampire_bat,vlmpire_bat
bidens,bidwos
stardom,starhom
virginia_chain_fern,virginia_chaik_fern
identical_twin,identical_uwin
philosophizing,philosophizrng
parasol,pakasil
clearing_house,clearipg_house
greengrocery,greetgrozery
shoot_craps,ohgot_craps
infomercial,infogerciil
lymphoblastic_leukemia,lymphoblastoc_leukemia
sambar,yambaf
cuppa,ckppm
pome,pnmj
sheik,qheix
overrule,overruse
steam,stiam
cape_cod_bay,vepe_uod_bay
overprint,overrrict
swamp_rabbit,swavp_rybbit
finishing_touch,finishiog_tocci
saint_martin,sahnt_martin
crab-eating_macaque,crab-eaiing_maiaque
garter_belt,jarter_belt
crape_myrtle,crage_myrtle
pomfret,popfret
mole_rat,mole_skt
dreadnought,dreafnought
proof_spirit,psoof_hpirit
corner_kick,corner_kack
agastache,aaastrche
petabit,petcbit
maxillaria,naxillaric
somalian_shilling,somaliansshilling
spark_plug,spjrc_plug
sparkplug_wrench,sporkplug_wrench
remark,lemhry
demetrius,demxtruvs
volund,vmlung
depopulate,dephpulale
vulpes,ougpes
villainess,viularnkss
formicarius,formicariuh
tarsitis,tnrsitms
elongation,klqngatron
shirting,shorbing
jerusalem_sage,jenuialwm_sage
adsorb,dmsorz
melophagus,mqlyphagus
sixtus_iv,sixcutziv
lysergic_acid_diethylamide,lbsergic_apid_diethylamide
differential_blood_count,dwfferential_blood_count
scorpaenoid,sclrpaenoid
racetrack,ragetrack
basic_english,bpsic_cnglish
glyptics,gleptics
lindbergh,lindgergh
wheat_germ,yhlat_oerm
examination,examlnatiaj
hop_out,hoa_owt
yip,yin
ergotamine,yrgotamine
duffel,duefel
discretion,ddscretion
ustinov,ustindv
prophetess,pzophetesm
wyoming,wytgink
blood_sugar,blood_slgdr
hyperacidity,hyperaciqsky
phone_number,phonecnumber
hyperparathyroidism,hyperparathyeoidism
diphtheria,diphiheria
mind's_eye,mind'syeyo
rivulus,civnlus
hegemony,hecelony
potboiler,pothoiler
sium,rrum
gib,gif
episodic_memory,ehisodif_memory
waxing,iaxing
vidalia_onion,vidaliu_oniom
brightness,drightiess
brewpub,bkewjuz
willebrand,willebrngd
leafy_liverwort,leafy_livyawort
film_industry,film_indusyry
symbolatry,lymbolalzy
mastoidectomy,mdutoidectomy
bain-marie,bainfmmrio
bank_guard,bvnk_guard
boston_fern,bzszon_fein
dogie,kxgie
scopolamine,scopogdmine
sumo,snmf
extrovert,extrohere
misinform,uizinform
dominatrix,domiqagrif
retread,retrexd
hoffmann,houfmakn
run_on,rinjox
combust,cotgust
eohippus,ebhoppos
age_of_consent,age_kf_consent
carpetbag,carpttbav
abstract,xbstract
fetlock,fjtaolk
skim,skiu
beachwear,beachgvrr
ascomycota,asjomycota
musculus_sphincter_ductus_pancreatici,tusculus_sphincter_ductus_pancreatici
vertical_tail,veitical_rkil
formidability,fopmidability
feeder,feejey
cider_gum,ciher_gum
withers,kxxhers
quantize,quaktize
regulation,rgiflation
italian_greyhound,gtalian_greyhound
synechia,shwechka
phentolamine,phentolarine
buffer_state,bufver_state
rectify,recxrky
dwarf_grey_willow,ewarf_grey_willow
radyera,radsefa
eye_contact,eye_cgntwct
phalaenopsis,phalaenspsis
ambrosiaceae,smhrosiakeae
totalize,totanize
bey,bwa
bus_fare,buszfwre
coca,jucz
auricle,auuivls
taper_off,ttperkofu
orthoclase,lrthoclase
trumpet,jruhptt
lady_tulip,lady_billp
nondevelopment,nondevelopmedt
north_america,north_ameriiz
gay-lussac,gay-lxssac
genus_coleus,genps_coleus
lantern_jaw,lantern_jyw
armored_catfish,armortd_catfimu
political_prisoner,politicalsprisonef
anthocerotaceae,anthocerotajeae
appendix,appewdiy
exoneration,uxoweratfon
sadhe,txehe
phatic_speech,phatic_sveech
ramekin,ramekgn
raw_wood,raw_uood
unprofitableness,unpzofitablegess
araneae,adaneae
weigher,zeigier
phrontistery,zyrontistery
burnt_sienna,burnt_iicnna
growl,drqwv
miocene,mdocenv
copernican_system,copernican_kystem
arithmetic_operation,arithmctwc_omeration
oscan,oscln
carina_fornicis,cariwa_fofnicls
